call_id,customer_id,order_id,call_type,call_start_time,call_duration_secs,vet_transfer_success
CALL001256,3594,ST2025004337,Free UCJ Consult,2024-10-24 00:20:00,279,False
CALL001257,1378,ST2025008556,Free UCJ Consult,2024-02-27 23:52:00,106,True
CALL001258,8465,ST2025000655,Paid Vet Consult,2024-01-04 06:02:00,314,True
CALL001259,6334,ST2025005313,Free UCJ Consult,2024-06-29 00:29:00,988,True
CALL001260,5428,ST2025005378,Paid Vet Consult,2024-10-25 09:32:00,919,False
CALL001261,7117,ST2025004570,Free UCJ Consult,2024-03-26 17:05:00,1014,False
CALL001262,3217,ST2025002979,Free UCJ Consult,2024-08-18 03:42:00,1030,True
CALL001263,7318,ST2025005182,Free UCJ Consult,2024-08-28 13:26:00,896,True
CALL001264,4303,ST2025002751,Free UCJ Consult,2024-02-26 00:55:00,1497,True
CALL001265,6911,ST2025000892,Paid Vet Consult,2024-11-27 05:24:00,68,True
CALL001266,8125,ST2025006437,Free UCJ Consult,2024-03-23 19:50:00,120,True
CALL001267,5124,ST2025009772,Free UCJ Consult,2024-05-21 13:00:00,278,False
CALL001268,5631,ST2025005560,Paid Vet Consult,2024-08-09 09:33:00,618,False
CALL001269,8825,ST2025000063,Free UCJ Consult,2024-08-10 11:29:00,1003,True
CALL001270,7642,ST2025007108,Paid Vet Consult,2024-02-18 08:32:00,713,True
CALL001271,1044,ST2025009639,Paid Vet Consult,2024-11-27 09:14:00,347,True
CALL001272,8023,ST2025003979,Free UCJ Consult,2024-01-28 04:08:00,617,True
CALL001273,1760,ST2025003943,Free UCJ Consult,2024-03-23 23:41:00,1382,False
CALL001274,6040,ST2025001405,Free UCJ Consult,2024-02-28 05:06:00,1498,True
CALL001275,9949,ST2025007915,Free UCJ Consult,2024-03-12 17:05:00,1257,True
CALL001276,4720,ST2025004349,Free UCJ Consult,2024-01-18 00:56:00,1217,False
CALL001277,9595,ST2025002753,Paid Vet Consult,2024-06-06 06:04:00,1348,True
CALL001278,7966,ST2025006418,Free UCJ Consult,2024-01-26 10:18:00,841,True
CALL001279,2141,ST2025002729,Free UCJ Consult,2024-04-21 23:29:00,1497,True
CALL001280,8404,ST2025003405,Free UCJ Consult,2024-02-28 01:28:00,1162,True
CALL001281,7410,ST2025000774,Free UCJ Consult,2024-02-25 15:47:00,1182,False
CALL001282,8574,ST2025001906,Free UCJ Consult,2024-08-04 14:46:00,882,True
CALL001283,1992,ST2025006235,Free UCJ Consult,2024-08-19 10:19:00,1556,True
CALL001284,2088,ST2025009396,Free UCJ Consult,2024-06-03 02:34:00,754,True
CALL001285,4065,ST2025006856,Free UCJ Consult,2024-03-26 09:03:00,345,True
CALL001286,7704,ST2025004161,Free UCJ Consult,2024-04-07 01:50:00,1270,False
CALL001287,6486,ST2025007930,Paid Vet Consult,2024-12-14 20:51:00,1284,True
CALL001288,6552,ST2025008519,Paid Vet Consult,2024-07-07 05:25:00,378,False
CALL001289,1317,ST2025000022,Free UCJ Consult,2024-08-18 15:52:00,237,True
CALL001290,6162,ST2025006052,Free UCJ Consult,2024-12-28 07:04:00,801,False
CALL001291,7598,ST2025009926,Free UCJ Consult,2024-10-07 20:38:00,1009,True
CALL001292,2412,ST2025001183,Free UCJ Consult,2024-08-08 19:42:00,1521,True
CALL001293,8311,ST2025004668,Free UCJ Consult,2024-06-04 23:20:00,101,True
CALL001294,3419,ST2025008010,Free UCJ Consult,2024-06-06 20:17:00,513,False
CALL001295,7305,ST2025002767,Free UCJ Consult,2024-03-22 23:37:00,1516,True
CALL001296,9901,ST2025000365,Paid Vet Consult,2024-08-21 22:29:00,691,False
CALL001297,2481,ST2025001204,Paid Vet Consult,2024-03-28 01:20:00,246,True
CALL001298,7295,ST2025001694,Paid Vet Consult,2024-06-26 10:53:00,1044,True
CALL001299,7763,ST2025005405,Free UCJ Consult,2024-06-05 06:36:00,274,False
CALL001300,8679,ST2025003151,Paid Vet Consult,2024-09-12 09:38:00,377,True
CALL001301,7289,ST2025000830,Paid Vet Consult,2024-04-16 14:40:00,1682,False
CALL001302,4687,ST2025004202,Free UCJ Consult,2024-06-25 20:44:00,964,True
CALL001303,3026,ST2025008415,Free UCJ Consult,2024-04-03 01:29:00,549,True
CALL001304,4744,ST2025004626,Free UCJ Consult,2024-05-29 08:41:00,105,True
CALL001305,1658,ST2025006477,Free UCJ Consult,2024-01-23 19:27:00,1794,True
CALL001306,5251,ST2025000026,Paid Vet Consult,2024-08-22 06:29:00,1257,True
CALL001307,6040,ST2025002801,Free UCJ Consult,2024-10-30 04:20:00,1585,True
CALL001308,1639,ST2025009534,Free UCJ Consult,2024-02-23 06:53:00,934,True
CALL001309,8950,ST2025007158,Free UCJ Consult,2024-05-09 06:08:00,1455,True
CALL001310,7853,ST2025008662,Free UCJ Consult,2024-05-14 00:37:00,1387,True
CALL001311,6953,ST2025003700,Paid Vet Consult,2024-07-25 01:02:00,1519,True
CALL001312,5025,ST2025000950,Free UCJ Consult,2024-10-17 16:01:00,117,False
CALL001313,6750,ST2025007725,Free UCJ Consult,2024-11-04 08:10:00,1567,True
CALL001314,4956,ST2025002049,Free UCJ Consult,2024-09-20 22:57:00,1677,False
CALL001315,7361,ST2025006880,Paid Vet Consult,2024-02-03 18:55:00,660,False
CALL001316,7368,ST2025007015,Free UCJ Consult,2024-04-14 15:52:00,1156,True
CALL001317,4148,ST2025003841,Paid Vet Consult,2024-06-19 18:23:00,485,True
CALL001318,1250,ST2025008158,Free UCJ Consult,2024-12-14 09:48:00,1499,True
CALL001319,6907,ST2025001696,Free UCJ Consult,2024-09-21 16:47:00,1701,True
CALL001320,4772,ST2025005914,Paid Vet Consult,2024-06-25 04:04:00,853,True
CALL001321,1634,ST2025000429,Paid Vet Consult,2024-11-12 10:12:00,1245,False
CALL001322,8989,ST2025008287,Paid Vet Consult,2024-10-25 14:35:00,1016,False
CALL001323,8446,ST2025004484,Paid Vet Consult,2024-03-18 19:25:00,1602,False
CALL001324,4427,ST2025002756,Paid Vet Consult,2024-09-03 05:21:00,1281,True
CALL001325,1671,ST2025006179,Free UCJ Consult,2024-06-20 06:38:00,381,True
CALL001326,8101,ST2025007661,Free UCJ Consult,2024-11-06 20:06:00,1088,True
CALL001327,5200,ST2025000571,Free UCJ Consult,2024-06-29 02:31:00,1312,False
CALL001328,3665,ST2025008908,Free UCJ Consult,2024-06-19 04:23:00,1300,True
CALL001329,2802,ST2025007955,Free UCJ Consult,2024-02-01 13:11:00,1384,True
CALL001330,3296,ST2025001372,Free UCJ Consult,2024-05-02 21:54:00,821,True
CALL001331,9070,ST2025005981,Paid Vet Consult,2024-09-17 08:28:00,389,True
CALL001332,7003,ST2025004951,Free UCJ Consult,2024-08-22 06:19:00,400,True
CALL001333,9930,ST2025002010,Free UCJ Consult,2024-03-22 01:03:00,1601,True
CALL001334,5839,ST2025006596,Free UCJ Consult,2024-04-19 05:47:00,347,True
CALL001335,3659,ST2025003102,Free UCJ Consult,2024-02-13 11:56:00,1347,True
CALL001336,2755,ST2025005748,Paid Vet Consult,2024-09-14 23:07:00,1543,True
CALL001337,2256,ST2025008618,Free UCJ Consult,2024-12-26 09:51:00,445,True
CALL001338,9831,ST2025009299,Free UCJ Consult,2024-06-03 08:07:00,516,True
CALL001339,1950,ST2025004827,Free UCJ Consult,2024-07-22 07:42:00,232,True
CALL001340,5060,ST2025007302,Free UCJ Consult,2024-11-02 04:09:00,1521,True
CALL001341,8296,ST2025003069,Free UCJ Consult,2024-07-06 08:45:00,1351,True
CALL001342,4932,ST2025009990,Paid Vet Consult,2024-07-31 17:49:00,511,True
CALL001343,8189,ST2025007248,Free UCJ Consult,2024-02-20 20:59:00,1710,False
CALL001344,2231,ST2025001349,Free UCJ Consult,2024-11-03 21:43:00,257,False
CALL001345,2574,ST2025003414,Free UCJ Consult,2024-11-03 10:47:00,895,True
CALL001346,7516,ST2025003570,Free UCJ Consult,2024-06-21 08:53:00,1598,True
CALL001347,4347,ST2025000367,Free UCJ Consult,2024-12-02 05:13:00,953,False
CALL001348,8561,ST2025002597,Free UCJ Consult,2024-04-07 10:18:00,417,False
CALL001349,4823,ST2025002804,Paid Vet Consult,2024-09-12 23:48:00,296,False
CALL001350,5753,ST2025000653,Paid Vet Consult,2024-02-23 00:51:00,1127,False
CALL001351,1496,ST2025007819,Paid Vet Consult,2024-02-11 07:24:00,465,False
CALL001352,3670,ST2025001265,Free UCJ Consult,2024-02-27 13:38:00,1389,True
CALL001353,6273,ST2025005184,Paid Vet Consult,2024-12-16 10:10:00,1179,False
CALL001354,2804,ST2025003684,Paid Vet Consult,2024-09-02 01:32:00,1641,False
CALL001355,7487,ST2025004293,Free UCJ Consult,2024-01-19 23:16:00,870,True
CALL001356,2542,ST2025004275,Free UCJ Consult,2024-01-27 01:24:00,516,True
CALL001357,1580,ST2025001189,Free UCJ Consult,2024-06-19 04:30:00,1601,True
CALL001358,5512,ST2025002049,Paid Vet Consult,2024-10-21 16:06:00,516,True
CALL001359,9118,ST2025000062,Free UCJ Consult,2024-04-06 23:12:00,1611,True
CALL001360,2647,ST2025006838,Paid Vet Consult,2024-06-14 05:56:00,541,True
CALL001361,1437,ST2025005804,Paid Vet Consult,2024-09-30 02:36:00,1308,True
CALL001362,6302,ST2025002809,Paid Vet Consult,2024-09-06 04:07:00,1652,True
CALL001363,5331,ST2025001021,Free UCJ Consult,2024-09-15 20:13:00,348,True
CALL001364,1999,ST2025008402,Free UCJ Consult,2024-09-27 20:34:00,525,True
CALL001365,7770,ST2025004613,Paid Vet Consult,2024-04-26 14:43:00,1644,True
CALL001366,6842,ST2025009722,Paid Vet Consult,2024-05-16 14:15:00,947,True
CALL001367,6534,ST2025002343,Free UCJ Consult,2024-08-23 13:21:00,319,True
CALL001368,9022,ST2025004090,Paid Vet Consult,2024-06-08 03:00:00,305,False
CALL001369,3989,ST2025001970,Paid Vet Consult,2024-11-09 00:51:00,187,False
CALL001370,8376,ST2025002327,Paid Vet Consult,2024-05-24 02:40:00,1060,False
CALL001371,1412,ST2025002377,Paid Vet Consult,2024-01-02 09:01:00,757,True
CALL001372,9415,ST2025002258,Paid Vet Consult,2024-01-09 12:57:00,388,True
CALL001373,2939,ST2025003292,Free UCJ Consult,2024-09-06 17:27:00,1293,True
CALL001374,1693,ST2025001029,Free UCJ Consult,2024-05-04 17:57:00,866,False
CALL001375,2986,ST2025008215,Free UCJ Consult,2024-10-25 06:34:00,1714,True
CALL001376,2108,ST2025006125,Paid Vet Consult,2024-05-23 14:13:00,1703,True
CALL001377,5002,ST2025005545,Free UCJ Consult,2024-11-09 01:52:00,737,True
CALL001378,8311,ST2025008026,Paid Vet Consult,2024-08-01 10:02:00,436,True
CALL001379,9179,ST2025003897,Free UCJ Consult,2024-03-09 08:39:00,522,False
CALL001380,5473,ST2025002032,Free UCJ Consult,2024-06-18 05:25:00,1013,True
CALL001381,4622,ST2025004616,Free UCJ Consult,2024-05-06 10:48:00,253,True
CALL001382,1018,ST2025005210,Paid Vet Consult,2024-09-29 16:03:00,872,False
CALL001383,1504,ST2025008069,Paid Vet Consult,2024-06-04 17:38:00,1529,True
CALL001384,5712,ST2025001962,Paid Vet Consult,2024-06-19 22:49:00,282,True
CALL001385,5569,ST2025008600,Free UCJ Consult,2024-05-23 23:37:00,1180,True
CALL001386,1561,ST2025000238,Free UCJ Consult,2024-03-16 15:11:00,535,False
CALL001387,3606,ST2025001542,Free UCJ Consult,2024-04-29 21:10:00,473,True
CALL001388,8108,ST2025007478,Free UCJ Consult,2024-05-14 11:26:00,1548,False
CALL001389,2541,ST2025002874,Paid Vet Consult,2024-08-01 20:23:00,751,True
CALL001390,4983,ST2025004776,Free UCJ Consult,2024-09-16 20:32:00,851,True
CALL001391,7858,ST2025008392,Paid Vet Consult,2024-05-29 19:11:00,1132,False
CALL001392,6442,ST2025004736,Free UCJ Consult,2024-11-19 12:47:00,1117,True
CALL001393,7160,ST2025003436,Paid Vet Consult,2024-09-02 03:59:00,498,True
CALL001394,9511,ST2025004233,Free UCJ Consult,2024-01-27 03:05:00,711,False
CALL001395,6138,ST2025008724,Free UCJ Consult,2024-11-06 07:15:00,712,False
CALL001396,3368,ST2025001920,Free UCJ Consult,2024-07-31 08:15:00,1151,True
CALL001397,9895,ST2025002123,Paid Vet Consult,2024-02-18 07:49:00,1474,True
CALL001398,9305,ST2025000359,Free UCJ Consult,2024-05-31 10:21:00,197,True
CALL001399,1777,ST2025009067,Paid Vet Consult,2024-05-11 05:24:00,385,True
CALL001400,1646,ST2025008869,Paid Vet Consult,2024-08-06 17:05:00,904,False
CALL001401,8018,ST2025001277,Free UCJ Consult,2024-02-08 20:16:00,1679,True
CALL001402,4099,ST2025000739,Free UCJ Consult,2024-01-06 19:47:00,533,False
CALL001403,9547,ST2025001077,Paid Vet Consult,2024-04-12 11:44:00,1493,True
CALL001404,5225,ST2025001418,Free UCJ Consult,2024-10-15 10:38:00,1363,True
CALL001405,3243,ST2025009264,Free UCJ Consult,2024-05-17 03:56:00,1066,False
CALL001406,8675,ST2025003137,Free UCJ Consult,2024-03-07 13:45:00,444,True
CALL001407,6672,ST2025000689,Free UCJ Consult,2024-12-03 04:15:00,918,False
CALL001408,2526,ST2025000518,Free UCJ Consult,2024-02-19 23:24:00,69,True
CALL001409,9201,ST2025009368,Free UCJ Consult,2024-01-07 07:49:00,1156,False
CALL001410,1018,ST2025009497,Free UCJ Consult,2024-02-01 17:51:00,1545,True
CALL001411,2787,ST2025002538,Paid Vet Consult,2024-01-22 03:13:00,1093,True
CALL001412,7815,ST2025003781,Free UCJ Consult,2024-11-03 02:38:00,1698,False
CALL001413,8503,ST2025007739,Free UCJ Consult,2024-04-23 03:40:00,89,True
CALL001414,7262,ST2025005595,Free UCJ Consult,2024-07-21 17:17:00,1581,True
CALL001415,6616,ST2025008049,Paid Vet Consult,2024-05-11 04:18:00,534,False
CALL001416,2069,ST2025005352,Free UCJ Consult,2024-09-18 10:38:00,1579,True
CALL001417,1669,ST2025005655,Free UCJ Consult,2024-08-20 13:20:00,1767,True
CALL001418,6680,ST2025007610,Free UCJ Consult,2024-01-04 06:47:00,945,True
CALL001419,5388,ST2025005718,Free UCJ Consult,2024-04-01 07:38:00,1603,False
CALL001420,6356,ST2025000851,Free UCJ Consult,2024-08-13 11:53:00,556,False
CALL001421,4030,ST2025006399,Paid Vet Consult,2024-09-13 13:37:00,343,False
CALL001422,4907,ST2025003840,Paid Vet Consult,2024-12-05 08:49:00,1751,True
CALL001423,7496,ST2025000035,Free UCJ Consult,2024-10-08 16:15:00,432,True
CALL001424,7256,ST2025005458,Free UCJ Consult,2024-04-30 16:03:00,1338,True
CALL001425,4725,ST2025003020,Free UCJ Consult,2024-09-30 16:55:00,106,False
CALL001426,7257,ST2025006500,Paid Vet Consult,2024-04-14 18:47:00,1750,False
CALL001427,6656,ST2025002534,Paid Vet Consult,2024-12-29 23:16:00,702,True
CALL001428,1371,ST2025006980,Free UCJ Consult,2024-05-21 06:01:00,1089,False
CALL001429,4730,ST2025005468,Free UCJ Consult,2024-07-24 06:34:00,1356,True
CALL001430,3913,ST2025004860,Free UCJ Consult,2024-08-03 11:51:00,347,True
CALL001431,9751,ST2025001499,Free UCJ Consult,2024-11-21 21:35:00,1431,True
CALL001432,4039,ST2025002110,Free UCJ Consult,2024-09-28 01:18:00,1023,False
CALL001433,1209,ST2025003322,Free UCJ Consult,2024-07-14 04:29:00,1639,True
CALL001434,9561,ST2025004156,Paid Vet Consult,2024-03-18 05:23:00,216,False
CALL001435,8727,ST2025008095,Free UCJ Consult,2024-06-22 22:34:00,197,True
CALL001436,4483,ST2025000313,Paid Vet Consult,2024-06-11 22:05:00,686,False
CALL001437,8394,ST2025000779,Free UCJ Consult,2024-01-03 10:43:00,1776,True
CALL001438,4496,ST2025007739,Free UCJ Consult,2024-02-11 07:32:00,555,True
CALL001439,4398,ST2025009082,Paid Vet Consult,2024-03-08 20:12:00,1001,True
CALL001440,7581,ST2025004206,Free UCJ Consult,2024-07-14 06:15:00,975,True
CALL001441,6962,ST2025006351,Free UCJ Consult,2024-09-09 08:11:00,1312,True
CALL001442,5791,ST2025000488,Free UCJ Consult,2024-04-17 13:23:00,1488,False
CALL001443,8423,ST2025007943,Free UCJ Consult,2024-02-22 00:35:00,840,False
CALL001444,3024,ST2025003442,Free UCJ Consult,2024-02-16 11:26:00,643,False
CALL001445,2341,ST2025006794,Free UCJ Consult,2024-05-06 05:31:00,198,True
CALL001446,1821,ST2025001387,Free UCJ Consult,2024-09-19 08:12:00,1005,False
CALL001447,7251,ST2025000041,Paid Vet Consult,2024-06-19 04:29:00,1552,True
CALL001448,9346,ST2025003347,Free UCJ Consult,2024-02-24 04:25:00,209,False
CALL001449,2784,ST2025006819,Paid Vet Consult,2024-06-06 23:27:00,1167,True
CALL001450,4531,ST2025007983,Free UCJ Consult,2024-06-24 11:05:00,940,False
CALL001451,3817,ST2025008357,Free UCJ Consult,2024-03-30 05:29:00,552,True
CALL001452,3607,ST2025005297,Free UCJ Consult,2024-06-10 15:08:00,830,False
CALL001453,3243,ST2025007427,Free UCJ Consult,2024-10-15 12:18:00,1514,False
CALL001454,9444,ST2025008430,Paid Vet Consult,2024-01-13 00:22:00,1066,False
CALL001455,1556,ST2025002381,Free UCJ Consult,2024-06-17 08:00:00,882,True
CALL001456,2959,ST2025003803,Free UCJ Consult,2024-12-11 14:54:00,1354,True
CALL001457,6122,ST2025005980,Paid Vet Consult,2024-06-07 14:48:00,1136,True
CALL001458,5368,ST2025009792,Free UCJ Consult,2024-08-14 22:50:00,458,True
CALL001459,2596,ST2025009559,Free UCJ Consult,2024-05-26 00:47:00,811,True
CALL001460,9623,ST2025003374,Free UCJ Consult,2024-11-12 13:15:00,1757,True
CALL001461,7870,ST2025003433,Free UCJ Consult,2024-04-22 02:17:00,1782,False
CALL001462,6904,ST2025004913,Free UCJ Consult,2024-05-15 09:41:00,1033,True
CALL001463,8500,ST2025002537,Free UCJ Consult,2024-05-29 13:37:00,1376,False
CALL001464,5390,ST2025000370,Paid Vet Consult,2024-08-29 10:10:00,220,True
CALL001465,7594,ST2025005505,Free UCJ Consult,2024-07-15 21:35:00,1420,True
CALL001466,5668,ST2025000947,Free UCJ Consult,2024-07-21 22:17:00,1207,True
CALL001467,2074,ST2025002502,Paid Vet Consult,2024-09-26 16:44:00,167,True
CALL001468,2555,ST2025004918,Free UCJ Consult,2024-12-20 11:55:00,243,False
CALL001469,6772,ST2025007215,Paid Vet Consult,2024-03-04 04:46:00,247,True
CALL001470,3541,ST2025009571,Free UCJ Consult,2024-05-31 13:25:00,184,False
CALL001471,5893,ST2025001103,Free UCJ Consult,2024-04-16 23:53:00,745,True
CALL001472,4696,ST2025002988,Free UCJ Consult,2024-12-07 14:20:00,584,True
CALL001473,7622,ST2025003006,Paid Vet Consult,2024-04-28 10:12:00,1626,True
CALL001474,7036,ST2025008636,Free UCJ Consult,2024-05-20 17:44:00,197,False
CALL001475,5535,ST2025008020,Paid Vet Consult,2024-08-26 19:24:00,82,False
CALL001476,7046,ST2025001489,Free UCJ Consult,2024-10-30 08:52:00,261,True
CALL001477,2200,ST2025000507,Paid Vet Consult,2024-12-17 05:56:00,1072,True
CALL001478,9611,ST2025008595,Free UCJ Consult,2024-08-23 06:51:00,1655,False
CALL001479,6137,ST2025001244,Free UCJ Consult,2024-04-14 07:07:00,1496,True
CALL001480,6832,ST2025004989,Free UCJ Consult,2024-08-02 07:44:00,469,False
CALL001481,7629,ST2025007132,Free UCJ Consult,2024-12-20 13:21:00,1728,True
CALL001482,2331,ST2025005566,Free UCJ Consult,2024-08-28 09:01:00,820,True
CALL001483,4540,ST2025008287,Free UCJ Consult,2024-08-17 01:56:00,229,True
CALL001484,3980,ST2025000238,Free UCJ Consult,2024-03-23 04:20:00,448,True
CALL001485,8179,ST2025007873,Free UCJ Consult,2024-06-24 12:44:00,1699,True
CALL001486,3693,ST2025008256,Free UCJ Consult,2024-12-24 04:03:00,572,True
CALL001487,6574,ST2025001357,Free UCJ Consult,2024-12-16 12:28:00,1348,False
CALL001488,5986,ST2025002630,Paid Vet Consult,2024-12-20 18:41:00,168,False
CALL001489,5951,ST2025009409,Free UCJ Consult,2024-11-07 19:49:00,767,False
CALL001490,6423,ST2025006413,Free UCJ Consult,2024-03-12 21:35:00,1664,True
CALL001491,1414,ST2025009568,Free UCJ Consult,2024-08-01 07:34:00,1517,True
CALL001492,2734,ST2025000252,Paid Vet Consult,2024-03-02 15:17:00,805,False
CALL001493,6387,ST2025001823,Free UCJ Consult,2024-07-11 15:23:00,1595,True
CALL001494,2788,ST2025003033,Free UCJ Consult,2024-07-31 14:16:00,1114,False
CALL001495,3762,ST2025001278,Paid Vet Consult,2024-09-05 17:32:00,1694,True
CALL001496,5085,ST2025001183,Paid Vet Consult,2024-07-28 16:13:00,1503,False
CALL001497,7902,ST2025003075,Paid Vet Consult,2024-11-02 21:01:00,754,True
CALL001498,3261,ST2025008312,Free UCJ Consult,2024-10-05 16:03:00,1168,True
CALL001499,1793,ST2025001429,Free UCJ Consult,2024-02-05 12:53:00,70,False
CALL001500,3956,ST2025007674,Free UCJ Consult,2024-02-23 18:46:00,231,False
CALL001501,2919,ST2025007130,Free UCJ Consult,2024-02-05 22:19:00,229,False
CALL001502,4679,ST2025004928,Free UCJ Consult,2024-01-24 09:06:00,1456,True
CALL001503,9093,ST2025002674,Free UCJ Consult,2024-02-13 13:09:00,1250,True
CALL001504,6884,ST2025007214,Free UCJ Consult,2024-12-09 04:39:00,201,True
CALL001505,8126,ST2025005787,Paid Vet Consult,2024-10-08 00:24:00,185,False
CALL001506,3939,ST2025007777,Free UCJ Consult,2024-06-19 10:40:00,489,False
CALL001507,2712,ST2025006047,Free UCJ Consult,2024-07-20 22:04:00,1543,True
CALL001508,6439,ST2025008384,Paid Vet Consult,2024-06-22 23:37:00,844,True
CALL001509,4718,ST2025008712,Paid Vet Consult,2024-03-05 12:55:00,314,True
CALL001510,7656,ST2025008463,Paid Vet Consult,2024-09-21 02:05:00,168,False
CALL001511,3653,ST2025007099,Free UCJ Consult,2024-10-04 03:32:00,1715,True
CALL001512,9346,ST2025009892,Free UCJ Consult,2024-02-25 23:32:00,1720,True
CALL001513,5017,ST2025006414,Paid Vet Consult,2024-10-09 10:02:00,994,False
CALL001514,7488,ST2025000642,Free UCJ Consult,2024-07-15 16:24:00,258,True
CALL001515,1213,ST2025001301,Paid Vet Consult,2024-01-18 04:53:00,276,False
CALL001516,3130,ST2025008187,Free UCJ Consult,2024-08-19 15:12:00,1158,False
CALL001517,9301,ST2025007985,Free UCJ Consult,2024-05-17 21:17:00,1366,True
CALL001518,4489,ST2025001017,Free UCJ Consult,2024-02-04 16:20:00,1193,False
CALL001519,5987,ST2025004480,Paid Vet Consult,2024-10-06 23:55:00,204,False
CALL001520,2960,ST2025007769,Free UCJ Consult,2024-04-17 03:32:00,938,True
CALL001521,4802,ST2025000074,Free UCJ Consult,2024-06-08 17:58:00,1112,True
CALL001522,2900,ST2025009792,Free UCJ Consult,2024-10-28 06:54:00,1113,True
CALL001523,4267,ST2025004611,Free UCJ Consult,2024-12-19 06:47:00,176,True
CALL001524,4797,ST2025008830,Free UCJ Consult,2024-04-02 09:38:00,1398,True
CALL001525,2422,ST2025004728,Free UCJ Consult,2024-07-03 21:08:00,1687,False
CALL001526,3247,ST2025007903,Free UCJ Consult,2024-09-28 02:03:00,1490,True
CALL001527,2899,ST2025000162,Paid Vet Consult,2024-11-05 23:00:00,836,True
CALL001528,9859,ST2025004766,Free UCJ Consult,2024-12-02 00:33:00,910,True
CALL001529,1329,ST2025005653,Free UCJ Consult,2024-10-02 00:32:00,1048,True
CALL001530,3138,ST2025004474,Free UCJ Consult,2024-09-28 10:49:00,982,True
CALL001531,8979,ST2025002156,Free UCJ Consult,2024-06-11 13:41:00,582,False
CALL001532,1011,ST2025009716,Free UCJ Consult,2024-01-02 12:24:00,902,False
CALL001533,6911,ST2025003275,Free UCJ Consult,2024-11-30 00:26:00,1545,False
CALL001534,9942,ST2025007609,Free UCJ Consult,2024-07-16 14:27:00,337,True
CALL001535,1233,ST2025002537,Free UCJ Consult,2024-09-30 23:03:00,1703,True
CALL001536,3259,ST2025004300,Paid Vet Consult,2024-07-21 07:48:00,1422,True
CALL001537,5758,ST2025002025,Free UCJ Consult,2024-05-10 18:17:00,847,False
CALL001538,3061,ST2025004092,Free UCJ Consult,2024-06-27 10:49:00,1430,True
CALL001539,3169,ST2025002078,Free UCJ Consult,2024-05-29 20:25:00,1046,False
CALL001540,5648,ST2025002746,Free UCJ Consult,2024-01-25 12:05:00,546,False
CALL001541,3486,ST2025005540,Free UCJ Consult,2024-11-24 13:49:00,1016,True
CALL001542,2105,ST2025004957,Free UCJ Consult,2024-01-02 16:23:00,1356,True
CALL001543,5736,ST2025006006,Free UCJ Consult,2024-05-18 20:48:00,191,True
CALL001544,2196,ST2025009355,Paid Vet Consult,2024-11-04 00:54:00,1094,True
CALL001545,9566,ST2025007352,Free UCJ Consult,2024-11-20 11:47:00,1540,True
CALL001546,4663,ST2025003095,Free UCJ Consult,2024-05-22 17:54:00,557,True
CALL001547,3982,ST2025001434,Free UCJ Consult,2024-12-22 23:36:00,1672,False
CALL001548,6645,ST2025001110,Free UCJ Consult,2024-09-22 13:21:00,1613,True
CALL001549,1324,ST2025002304,Free UCJ Consult,2024-02-14 08:20:00,976,False
CALL001550,5428,ST2025007734,Paid Vet Consult,2024-10-29 22:48:00,1505,True
CALL001551,3176,ST2025006551,Paid Vet Consult,2024-09-16 20:00:00,650,True
CALL001552,6559,ST2025006907,Free UCJ Consult,2024-06-26 05:13:00,696,True
CALL001553,3665,ST2025008821,Free UCJ Consult,2024-07-28 12:18:00,862,True
CALL001554,3063,ST2025004345,Free UCJ Consult,2024-11-29 06:56:00,1093,False
CALL001555,4775,ST2025001762,Free UCJ Consult,2024-04-13 10:36:00,1154,True
CALL001556,8714,ST2025008526,Free UCJ Consult,2024-07-14 04:40:00,1007,True
CALL001557,9419,ST2025001808,Free UCJ Consult,2024-07-01 10:02:00,1252,True
CALL001558,3502,ST2025008294,Free UCJ Consult,2024-09-08 14:41:00,1494,False
CALL001559,3866,ST2025009151,Free UCJ Consult,2024-03-15 15:26:00,789,True
CALL001560,6471,ST2025005078,Free UCJ Consult,2024-08-02 14:57:00,1652,False
CALL001561,8171,ST2025003934,Paid Vet Consult,2024-09-08 02:38:00,446,True
CALL001562,8742,ST2025003821,Paid Vet Consult,2024-09-21 05:28:00,894,False
CALL001563,4483,ST2025007431,Free UCJ Consult,2024-07-31 23:42:00,1174,False
CALL001564,6731,ST2025000033,Paid Vet Consult,2024-03-30 21:34:00,1217,True
CALL001565,3428,ST2025007155,Paid Vet Consult,2024-11-09 11:49:00,637,True
CALL001566,7483,ST2025007633,Free UCJ Consult,2024-08-21 05:50:00,1221,False
CALL001567,2115,ST2025006660,Paid Vet Consult,2024-10-06 07:44:00,278,False
CALL001568,7004,ST2025003181,Free UCJ Consult,2024-07-28 22:51:00,235,True
CALL001569,7766,ST2025008673,Free UCJ Consult,2024-07-31 07:28:00,389,True
CALL001570,5151,ST2025005342,Free UCJ Consult,2024-08-16 20:12:00,833,True
CALL001571,9022,ST2025007802,Free UCJ Consult,2024-09-20 11:31:00,771,True
CALL001572,8759,ST2025000435,Free UCJ Consult,2024-04-12 01:53:00,429,True
CALL001573,7002,ST2025001448,Free UCJ Consult,2024-04-26 20:19:00,125,True
CALL001574,5006,ST2025008356,Free UCJ Consult,2024-05-30 19:14:00,1162,False
CALL001575,5480,ST2025004927,Free UCJ Consult,2024-12-21 06:24:00,993,True
CALL001576,2118,ST2025003669,Paid Vet Consult,2024-12-04 18:44:00,1534,True
